Draw Date,Wi,nni,ng,Num,ber
6/4/16,16,20,22,43,64
6/1/16,23,30,33,40,69
5/28/16,6,33,34,58,59
5/25/16,11,24,41,59,64
5/21/16,5,7,9,23,32
5/18/16,23,25,39,54,67
5/14/16,13,27,47,64,65
5/11/16,20,32,52,66,69
5/7/16,5,25,26,44,66
5/4/16,30,47,57,66,69
4/30/16,3,12,16,32,34
4/27/16,2,25,33,39,64
4/23/16,19,35,46,59,62
4/20/16,12,25,30,52,62
4/16/16,3,18,25,32,51
4/13/16,30,33,35,38,64
4/9/16,14,22,23,41,61
4/6/16,4,28,49,60,65
4/2/16,9,28,30,40,61
3/30/16,24,44,53,55,63
3/26/16,11,23,42,52,68
3/23/16,5,8,15,22,49
3/19/16,11,23,43,54,60
3/16/16,10,12,13,46,50
3/12/16,11,28,50,57,62
3/9/16,14,23,32,34,68
3/5/16,3,27,34,59,69
3/2/16,12,13,44,52,62
2/27/16,10,11,21,22,53
2/24/16,21,31,64,65,67
2/20/16,11,12,15,16,54
2/17/16,7,17,27,29,40
2/13/16,7,15,18,19,36
2/10/16,2,3,40,50,62
2/6/16,4,13,31,36,52
2/3/16,26,28,31,60,67
1/30/16,5,12,16,31,43
1/27/16,3,12,40,52,67
1/23/16,22,32,34,40,69
1/20/16,5,39,44,47,69
1/16/16,3,51,52,61,64
1/13/16,4,8,19,27,34
1/9/16,16,19,32,34,57
1/6/16,2,11,47,62,63
1/2/16,5,6,15,29,42
12/30/15,12,36,38,54,61
12/26/15,27,40,44,59,65
12/23/15,16,38,55,63,67
12/19/15,28,30,41,59,68
12/16/15,9,10,32,42,55
12/12/15,2,14,19,30,62
12/9/15,7,10,16,46,56
12/5/15,13,27,33,47,68
12/2/15,14,18,19,32,64
11/28/15,2,6,47,66,67
11/25/15,16,29,53,58,69
11/21/15,37,47,50,52,57
11/18/15,17,40,41,46,69
11/14/15,14,22,37,45,66
11/11/15,4,26,32,55,64
11/7/15,7,16,25,50,53
11/4/15,2,12,17,20,65
10/31/15,9,20,25,47,68
10/28/15,4,54,56,62,63
10/24/15,20,31,56,60,64
10/21/15,30,32,42,56,57
10/17/15,48,49,57,62,69
10/14/15,15,20,29,31,40
10/10/15,12,27,29,43,68
10/7/15,18,30,40,48,52
10/3/15,6,26,33,44,46
9/30/15,21,39,40,55,59
9/26/15,23,31,42,50,57
9/23/15,8,29,41,51,58
9/19/15,12,17,26,43,48
9/16/15,5,7,24,31,39
9/12/15,2,3,13,16,35
9/9/15,44,45,47,50,51
9/5/15,10,16,18,29,45
9/2/15,17,22,30,46,56
8/29/15,18,21,25,28,29
8/26/15,2,22,32,45,56
8/22/15,4,12,14,21,55
8/19/15,6,8,43,48,50
8/15/15,3,13,17,42,52
8/12/15,8,13,29,38,52
8/8/15,9,34,48,52,54
8/5/15,9,11,14,16,42
8/1/15,7,13,24,49,57
7/29/15,4,22,27,28,52
7/25/15,27,29,34,41,44
7/22/15,12,31,43,44,57
7/18/15,6,37,39,45,55
7/15/15,13,16,34,45,50
7/11/15,11,39,46,52,54
7/8/15,4,15,25,27,30
7/4/15,3,6,14,18,24
7/1/15,7,24,26,31,41
6/27/15,18,28,35,46,49
6/24/15,3,5,10,22,32
6/20/15,9,10,16,20,57
6/17/15,20,21,22,41,54
6/13/15,29,41,48,52,54
6/10/15,31,32,48,49,53
6/6/15,8,13,18,27,43
6/3/15,6,8,13,37,40
5/30/15,8,9,25,56,57
5/27/15,8,15,34,53,59
5/23/15,9,15,17,31,43
5/20/15,1,12,28,35,44
5/16/15,24,29,38,48,52
5/13/15,1,25,29,31,47
5/9/15,4,15,17,35,58
5/6/15,23,24,27,39,41
5/2/15,2,6,11,30,31
4/29/15,1,26,34,38,51
4/25/15,21,33,35,38,45
4/22/15,10,14,25,39,53
4/18/15,13,22,23,29,31
4/15/15,1,16,21,29,40
4/11/15,1,12,32,42,58
4/8/15,1,19,45,46,58
4/4/15,33,39,40,41,54
4/1/15,2,30,33,39,44
3/28/15,2,4,6,12,38
3/25/15,7,19,23,50,54
3/21/15,11,16,30,38,42
3/18/15,14,25,30,33,47
3/14/15,8,14,39,46,47
3/11/15,11,24,31,40,44
3/7/15,34,36,38,42,50
3/4/15,8,12,15,35,50
2/28/15,11,17,25,28,46
2/25/15,17,19,21,32,39
2/21/15,10,14,18,34,51
2/18/15,1,9,29,32,49
2/14/15,1,24,44,45,51
2/11/15,11,13,25,39,54
2/7/15,5,10,21,34,58
2/4/15,24,36,51,52,56
1/31/15,5,11,16,26,50
1/28/15,12,24,35,36,49
1/24/15,16,19,20,29,33
1/21/15,11,12,15,28,57
1/17/15,15,16,23,27,36
1/14/15,2,4,10,41,53
1/10/15,2,9,19,28,29
1/7/15,14,15,47,49,59
1/3/15,4,18,43,46,55
12/31/14,17,27,37,40,53
12/27/14,7,10,11,14,36
12/24/14,11,12,46,47,50
12/20/14,14,15,19,31,56
12/17/14,22,31,38,47,48
12/13/14,5,13,28,43,55
12/10/14,34,44,48,54,55
12/6/14,12,15,22,43,49
12/3/14,25,30,32,46,54
11/29/14,13,24,30,42,48
11/26/14,16,17,22,46,54
11/22/14,23,49,53,54,57
11/19/14,6,36,38,48,51
11/15/14,13,16,33,35,51
11/12/14,37,39,51,52,55
11/8/14,9,19,33,38,54
11/5/14,2,11,19,21,42
11/1/14,1,3,13,25,38
10/29/14,25,28,48,57,59
10/25/14,6,10,51,54,57
10/22/14,29,30,40,42,50
10/18/14,20,26,27,36,54
10/15/14,5,7,19,27,28
10/11/14,10,19,37,38,39
10/8/14,5,16,31,46,50
10/4/14,13,18,24,25,33
10/1/14,1,4,18,20,45
9/27/14,2,11,35,52,54
9/24/14,7,14,21,24,41
9/20/14,22,23,30,37,39
9/17/14,18,25,36,48,50
9/13/14,1,6,16,37,53
9/10/14,2,14,39,40,43
9/6/14,9,29,31,43,50
9/3/14,2,16,43,45,51
8/30/14,5,28,31,52,59
8/27/14,17,24,26,45,46
8/23/14,28,32,35,36,52
8/20/14,4,8,21,38,40
8/16/14,7,8,17,48,59
8/13/14,8,37,39,40,52
8/9/14,3,12,31,34,51
8/6/14,1,8,24,28,49
8/2/14,12,26,44,46,47
7/30/14,13,30,42,49,53
7/26/14,24,28,30,38,39
7/23/14,4,10,12,22,31
7/19/14,10,17,25,45,53
7/16/14,5,15,18,26,32
7/12/14,2,3,7,23,51
7/9/14,9,25,42,55,57
7/5/14,24,34,36,57,58
7/2/14,8,18,45,53,58
6/25/14,10,20,25,50,53
6/21/14,5,6,37,41,54
6/18/14,6,9,29,52,59
6/14/14,9,33,42,45,54
6/11/14,14,18,25,33,49
6/7/14,28,30,35,58,59
6/4/14,1,7,10,22,49
5/31/14,15,27,31,34,48
5/28/14,2,24,28,32,59
5/24/14,15,16,28,49,55
5/21/14,4,20,34,39,58
5/17/14,23,32,39,47,49
5/14/14,7,33,39,52,55
5/10/14,4,31,41,47,55
5/7/14,17,29,31,48,49
5/3/14,5,15,16,46,49
4/30/14,2,9,11,19,50
4/26/14,3,7,22,30,33
4/23/14,19,25,29,36,48
4/19/14,5,6,29,35,51
4/16/14,34,39,42,44,59
4/12/14,14,26,45,54,55
4/9/14,9,14,44,48,49
4/5/14,11,21,26,33,34
4/2/14,8,13,19,22,53
3/29/14,2,3,12,27,38
3/26/14,28,33,41,44,59
3/22/14,13,28,31,55,58
3/19/14,2,19,23,34,43
3/15/14,2,5,34,51,58
3/12/14,14,15,28,37,54
3/8/14,10,14,24,32,41
3/5/14,3,7,9,26,54
3/1/14,3,8,25,30,47
2/26/14,11,12,17,38,42
2/22/14,2,3,13,14,54
2/19/14,1,17,35,49,54
2/15/14,2,9,14,21,23
2/12/14,36,44,49,52,57
2/8/14,24,25,34,37,54
2/5/14,8,17,32,57,59
2/1/14,5,12,15,27,38
1/29/14,11,23,28,32,47
1/25/14,8,12,18,55,57
1/22/14,1,2,7,9,55
1/18/14,13,14,19,31,38
1/15/14,7,8,9,24,29
1/11/14,10,15,33,48,54
1/8/14,10,28,39,47,58
1/4/14,19,20,37,41,58
1/1/14,15,24,40,48,52
12/28/13,8,35,44,51,56
12/25/13,23,28,38,39,56
12/21/13,25,36,40,45,51
12/18/13,7,24,37,39,40
12/14/13,14,25,32,33,41
12/11/13,1,10,13,18,19
12/7/13,13,20,32,45,48
12/4/13,6,9,11,31,44
11/30/13,5,26,44,45,57
11/27/13,18,25,50,55,57
11/23/13,5,12,43,52,55
11/20/13,4,18,23,32,45
11/16/13,10,29,37,44,59
11/13/13,5,31,50,55,56
11/9/13,3,9,37,49,56
11/6/13,1,5,10,15,49
11/2/13,13,23,24,27,40
10/30/13,2,36,40,49,54
10/26/13,4,6,34,49,56
10/23/13,3,23,31,34,47
10/19/13,9,33,54,56,57
10/16/13,3,26,28,34,42
10/12/13,8,10,26,57,58
10/9/13,3,9,19,33,38
10/5/13,11,12,17,39,40
10/2/13,4,6,25,42,51
9/28/13,14,47,52,53,54
9/25/13,2,7,17,49,53
9/21/13,12,17,45,54,58
9/18/13,7,10,22,32,35
9/14/13,1,17,25,37,44
9/11/13,11,19,33,42,52
9/7/13,2,19,22,26,45
9/4/13,2,9,26,45,47
8/31/13,2,7,25,40,56
8/28/13,6,7,9,19,32
8/24/13,12,17,25,45,59
8/21/13,30,40,42,46,48
8/17/13,18,21,46,54,56
8/14/13,4,11,17,43,51
8/10/13,4,12,14,37,58
8/7/13,5,25,30,58,59
8/3/13,21,24,36,42,45
7/31/13,8,24,39,49,59
7/27/13,9,23,40,53,58
7/24/13,9,29,40,44,54
7/20/13,14,25,27,38,58
7/17/13,1,22,34,38,42
7/13/13,2,8,22,35,37
7/10/13,30,31,45,55,59
7/6/13,2,13,35,36,52
7/3/13,3,6,29,40,51
6/29/13,8,28,30,53,56
6/26/13,1,18,33,39,46
6/22/13,13,19,23,33,57
6/19/13,7,46,47,52,57
6/15/13,28,36,40,48,55
6/12/13,16,22,23,42,55
6/8/13,2,11,22,26,32
6/5/13,4,26,33,36,55
6/1/13,22,28,33,53,59
5/29/13,9,14,17,49,57
5/25/13,2,6,19,21,27
5/22/13,9,31,35,41,57
5/18/13,10,13,14,22,52
5/15/13,2,11,26,34,41
5/11/13,6,13,19,23,43
5/8/13,21,22,26,30,57
5/4/13,7,12,26,36,40
5/1/13,22,26,31,54,55
4/27/13,3,23,48,54,55
4/24/13,9,19,31,56,59
4/20/13,6,8,30,39,48
4/17/13,13,18,36,48,58
4/13/13,10,12,31,56,57
4/10/13,1,36,40,52,53
4/6/13,4,7,8,29,39
4/3/13,1,6,8,12,35
3/30/13,11,23,26,46,55
3/27/13,7,37,43,48,52
3/23/13,17,29,31,52,53
3/20/13,13,14,17,43,54
3/16/13,3,7,21,44,53
3/13/13,5,9,28,32,38
3/9/13,10,37,40,46,52
3/6/13,6,10,23,41,45
3/2/13,3,8,13,41,56
2/27/13,3,14,20,34,48
2/23/13,2,5,31,39,41
2/20/13,3,17,19,25,32
2/16/13,15,16,46,50,58
2/13/13,12,23,25,27,43
2/9/13,5,6,16,36,58
2/6/13,5,27,36,38,41
2/2/13,11,16,33,40,41
1/30/13,14,16,32,47,52
1/26/13,3,22,26,41,49
1/23/13,11,12,24,43,45
1/19/13,8,28,29,34,38
1/16/13,9,21,28,32,51
1/12/13,10,14,21,23,47
1/9/13,11,13,20,27,59
1/5/13,26,30,49,51,54
1/2/13,18,20,28,35,53
12/29/12,36,46,50,52,55
12/26/12,11,13,23,43,54
12/22/12,1,18,35,39,44
12/19/12,5,8,20,23,30
12/15/12,15,23,40,44,55
12/12/12,8,10,25,36,44
12/8/12,7,23,26,40,53
12/5/12,13,17,19,27,38
12/1/12,3,10,19,36,46
11/28/12,5,16,22,23,29
11/24/12,22,32,37,44,50
11/21/12,8,18,24,30,39
11/17/12,3,15,27,58,59
11/14/12,8,10,30,44,58
11/10/12,32,42,50,54,55
11/7/12,32,34,45,52,58
11/3/12,4,7,9,30,54
10/31/12,1,27,31,45,48
10/27/12,22,32,34,36,56
10/24/12,3,18,21,23,50
10/20/12,4,21,28,31,44
10/17/12,1,7,10,23,42
10/13/12,2,5,25,26,49
10/10/12,18,26,29,35,43
10/6/12,15,26,34,36,59
10/3/12,17,23,36,55,59
9/29/12,14,18,28,29,57
9/26/12,13,26,39,41,42
9/22/12,2,16,18,40,42
9/19/12,1,5,8,39,50
9/15/12,3,20,26,43,48
9/12/12,24,33,36,48,56
9/8/12,6,20,34,44,48
9/5/12,4,19,26,42,51
9/1/12,8,11,21,44,49
8/29/12,25,28,49,54,56
8/25/12,1,6,7,20,49
8/22/12,22,29,31,47,55
8/18/12,14,26,41,55,59
8/15/12,6,27,46,51,56
8/11/12,4,13,39,46,51
8/8/12,3,7,11,15,28
8/4/12,19,30,48,53,55
8/1/12,3,16,48,56,58
7/28/12,5,6,13,36,50
7/25/12,3,14,35,38,46
7/21/12,9,31,38,54,56
7/18/12,2,5,20,23,57
7/14/12,4,16,32,37,46
7/11/12,5,22,36,49,55
7/7/12,3,5,29,39,59
7/4/12,14,19,35,39,56
6/30/12,7,15,20,41,44
6/27/12,6,34,40,46,58
6/23/12,1,3,41,44,53
6/20/12,11,17,29,56,57
6/16/12,8,14,15,16,27
6/13/12,7,10,14,33,57
6/9/12,18,22,45,56,57
6/6/12,19,30,33,48,59
6/2/12,9,10,17,29,45
5/30/12,9,10,24,52,56
5/26/12,13,14,41,49,59
5/23/12,4,7,26,53,59
5/19/12,8,13,35,46,51
5/16/12,3,7,21,28,43
5/12/12,10,24,35,53,58
5/9/12,1,7,11,55,56
5/5/12,9,12,20,44,59
5/2/12,7,8,33,38,50
4/28/12,31,39,40,57,58
4/25/12,4,25,29,34,43
4/21/12,6,8,20,42,51
4/18/12,20,22,39,46,49
4/14/12,14,15,16,19,24
4/11/12,16,23,42,44,47
4/7/12,5,13,17,20,30
4/4/12,1,24,33,45,49
3/31/12,5,14,36,54,58
3/28/12,11,16,29,50,58
3/24/12,1,15,35,37,47
3/21/12,32,43,53,55,56
3/17/12,11,14,49,55,58
3/14/12,1,8,41,46,59
3/10/12,5,14,17,20,41
3/7/12,12,35,45,46,47
3/3/12,29,30,45,47,49
2/29/12,1,4,11,23,26
2/25/12,6,11,42,53,54
2/22/12,7,16,17,39,51
2/18/12,23,28,50,56,59
2/15/12,11,12,32,52,56
2/11/12,1,10,37,52,57
2/8/12,17,28,38,39,51
2/4/12,15,23,43,45,56
2/1/12,8,13,17,34,59
1/28/12,5,33,41,54,59
1/25/12,4,19,28,29,47
1/21/12,12,24,43,44,45
1/18/12,6,29,34,44,50
1/14/12,10,30,36,38,41
1/11/12,5,19,29,45,47
1/7/12,3,21,24,38,39
1/4/12,21,35,46,47,50
12/31/11,5,23,25,28,40
12/28/11,16,21,27,41,45
12/24/11,14,16,30,51,52
12/21/11,10,13,15,31,54
12/17/11,13,28,49,51,59
12/14/11,2,24,46,52,56
12/10/11,4,19,33,41,59
12/7/11,3,14,20,39,40
12/3/11,5,18,33,43,45
11/30/11,2,6,34,35,47
11/26/11,20,37,39,45,55
11/23/11,4,30,35,57,59
11/19/11,9,16,17,28,30
11/16/11,13,22,25,39,51
11/12/11,4,35,36,51,56
11/9/11,5,35,57,58,59
11/5/11,2,33,39,40,43
11/2/11,12,14,34,39,46
10/29/11,11,16,40,51,56
10/26/11,1,18,21,39,55
10/22/11,3,8,23,30,58
10/19/11,16,26,35,52,58
10/15/11,5,10,24,38,43
10/12/11,10,12,23,43,47
10/8/11,3,27,35,37,45
10/5/11,7,20,43,46,54
10/1/11,1,12,23,27,43
9/28/11,30,41,50,51,53
9/24/11,3,4,12,27,44
9/21/11,12,47,48,52,55
9/17/11,6,20,22,32,43
9/14/11,16,41,42,50,59
9/10/11,4,19,22,32,53
9/7/11,3,5,18,27,54
9/3/11,15,25,52,53,54
8/31/11,13,19,35,47,57
8/27/11,2,12,25,54,58
8/24/11,9,13,47,49,53
8/20/11,2,17,23,28,47
8/17/11,18,28,31,48,52
8/13/11,9,12,35,50,58
8/10/11,11,18,36,41,46
8/6/11,25,30,54,57,59
8/3/11,13,19,21,28,49
7/30/11,20,40,41,47,55
7/27/11,38,40,41,51,59
7/23/11,1,7,27,38,48
7/20/11,1,4,38,40,42
7/16/11,24,28,48,50,54
7/13/11,8,18,19,32,54
7/9/11,1,9,11,23,31
7/6/11,11,15,24,50,55
7/2/11,1,11,18,29,51
6/29/11,24,30,45,57,59
6/25/11,18,36,39,41,57
6/22/11,12,15,19,46,59
6/18/11,12,21,22,38,41
6/15/11,19,20,38,41,43
6/11/11,16,18,27,36,50
6/8/11,14,37,44,45,53
6/4/11,17,19,39,41,58
6/1/11,8,18,38,46,56
5/28/11,12,20,43,51,55
5/25/11,4,23,31,42,50
5/21/11,2,8,40,49,50
5/18/11,7,12,13,42,49
5/14/11,8,17,18,40,44
5/11/11,9,17,32,43,45
5/7/11,2,11,27,47,55
5/4/11,3,15,27,29,41
4/30/11,6,13,15,32,41
4/27/11,4,24,40,44,55
4/23/11,3,11,47,48,58
4/20/11,9,24,34,36,43
4/16/11,21,33,44,45,55
4/13/11,4,23,39,49,50
4/9/11,5,14,32,53,56
4/6/11,10,18,41,55,56
4/2/11,6,22,34,43,45
3/30/11,19,20,42,56,58
3/26/11,4,10,11,19,33
3/23/11,5,15,26,28,32
3/19/11,3,11,20,27,46
3/16/11,28,39,40,48,53
3/12/11,1,4,12,41,47
3/9/11,12,20,28,40,48
3/5/11,2,23,31,42,48
3/2/11,7,31,50,51,58
2/26/11,4,13,17,21,45
2/23/11,29,32,36,39,49
2/19/11,3,12,34,37,42
2/16/11,9,13,21,23,48
2/12/11,11,32,36,48,52
2/9/11,7,11,39,42,51
2/5/11,15,37,41,56,59
2/2/11,3,14,33,53,57
1/29/11,24,28,45,49,52
1/26/11,4,5,36,47,58
1/22/11,30,31,34,45,51
1/19/11,22,36,51,56,59
1/15/11,9,13,22,23,37
1/12/11,19,21,23,40,48
1/8/11,6,7,26,33,52
1/5/11,22,26,32,38,40
1/1/11,18,22,37,47,54
12/29/10,3,16,18,20,37
12/25/10,1,17,38,50,52
12/22/10,11,33,44,46,47
12/18/10,4,11,19,33,43
12/15/10,10,11,18,32,45
12/11/10,1,8,10,19,20
12/8/10,8,11,25,41,58
12/4/10,13,24,27,31,42
12/1/10,5,10,11,12,20
11/27/10,10,30,37,47,54
11/24/10,8,20,21,32,37
11/20/10,10,12,38,53,57
11/17/10,14,16,53,54,59
11/13/10,17,30,48,51,54
11/10/10,5,8,11,40,44
11/6/10,7,12,23,34,38
11/3/10,34,38,39,45,50
10/30/10,1,7,27,36,49
10/27/10,20,24,25,53,59
10/23/10,2,7,16,20,46
10/20/10,7,17,20,39,59
10/16/10,11,12,15,16,28
10/13/10,12,22,32,34,46
10/9/10,2,6,32,42,49
10/6/10,14,26,37,41,46
10/2/10,12,20,30,36,47
9/29/10,13,44,51,52,55
9/25/10,8,16,27,35,42
9/22/10,10,24,36,52,55
9/18/10,1,18,37,39,44
9/15/10,7,20,21,34,43
9/11/10,7,17,20,36,59
9/8/10,10,35,39,51,57
9/4/10,11,14,22,33,42
9/1/10,17,20,21,40,51
8/28/10,4,22,27,32,56
8/25/10,16,17,29,31,36
8/21/10,7,10,12,22,27
8/18/10,4,32,33,47,55
8/14/10,9,33,36,50,58
8/11/10,7,10,22,23,52
8/7/10,4,22,26,31,52
8/4/10,19,28,30,37,53
7/31/10,1,16,17,41,57
7/28/10,1,11,20,25,27
7/24/10,20,30,38,46,59
7/21/10,16,22,30,51,58
7/17/10,22,27,35,37,45
7/14/10,20,21,23,38,42
7/10/10,20,21,27,28,56
7/7/10,10,41,44,48,56
7/3/10,3,10,14,52,53
6/30/10,6,38,43,47,48
6/26/10,13,30,32,38,57
6/23/10,11,30,45,47,48
6/19/10,9,30,31,50,54
6/16/10,8,11,18,29,36
6/12/10,9,12,13,35,38
6/9/10,14,22,27,32,49
6/5/10,18,34,40,48,59
6/2/10,4,9,14,39,43
5/29/10,1,3,24,28,41
5/26/10,1,6,10,13,20
5/22/10,19,20,40,47,57
5/19/10,2,7,29,55,58
5/15/10,15,21,23,28,36
5/12/10,37,51,52,53,58
5/8/10,5,22,34,41,57
5/5/10,13,34,40,47,57
5/1/10,16,23,25,49,58
4/28/10,12,22,25,28,44
4/24/10,1,12,53,56,57
4/21/10,11,34,41,49,55
4/17/10,5,21,22,41,49
4/14/10,6,14,32,38,52
4/10/10,21,22,49,52,58
4/7/10,4,36,40,44,52
4/3/10,10,15,31,52,59
3/31/10,5,13,17,45,54
3/27/10,7,21,32,44,52
3/24/10,14,20,24,39,49
3/20/10,9,36,39,44,45
3/17/10,24,26,45,48,55
3/13/10,6,16,20,31,36
3/10/10,17,21,37,41,50
3/6/10,10,29,33,41,59
3/3/10,7,9,14,45,49
2/27/10,18,47,51,53,58
2/24/10,4,17,35,50,57
2/20/10,13,27,37,41,54
2/17/10,7,8,19,26,36
2/13/10,10,14,30,40,51
2/10/10,5,8,29,37,38
2/6/10,14,22,52,54,59
2/3/10,17,22,36,37,52
